489,424
489,424
489,428
489,428
489,428
489,428
489,428
487,433
487,433
487,433
484,436
484,436
484,436
484,436
484,436
484,436
484,436
488,437
488,437
488,437
488,437
488,435
488,435
488,435
488,435
488,435
488,435
489,427
489,427
489,427
489,427
489,427
489,427
489,427
494,417
494,417
494,417
494,417
494,417
494,417
306,381
306,381
306,381
306,381
306,381
306,381
347,335
347,335
347,335
347,335
347,335
347,335
347,335
347,335
558,311
558,311
558,311
558,311
558,311
544,304
544,304
544,304
544,304
527,317
527,317
527,317
527,317
527,317
495,331
495,331
495,331
495,331
495,331
495,331
459,338
459,338
459,338
459,338
459,338
442,344
442,344
442,344
442,344
436,352
436,352
436,352
436,352
436,352
436,352
436,352
448,368
448,368
448,368
448,368
448,368
448,368
474,390
474,390
474,390
474,390
474,390
474,390
529,403
529,403
529,403
529,403
529,403
529,403
583,409
583,409
583,409
583,409
583,409
583,409
676,406
676,406
676,406
676,406
676,406
716,393
716,393
716,393
716,393
716,393
716,393
728,372
728,372
728,372
728,372
728,372
756,359
756,359
756,359
756,359
756,359
756,359
756,359
57,261
57,261
57,261
57,261
57,261
750,327
750,327
750,327
750,327
725,303
725,303
725,303
712,301
712,301
712,301
712,301
712,301
431,243
431,243
431,243
431,243
431,243
431,243
378,233
378,233
378,233
378,233
378,233
383,230
383,230
383,230
383,230
383,230
383,230
355,225
355,225
355,225
355,225
355,225
331,231
331,231
331,231
331,231
331,231
305,228
305,228
305,228
305,228
305,228
305,228
338,238
338,238
338,238
338,238
338,238
343,252
343,252
343,252
343,252
343,252
590,319
590,319
590,319
590,319
590,319
590,319
603,339
603,339
603,339
603,339
603,339
380,329
380,329
380,329
380,329
380,329
380,329
380,329
383,355
383,355
383,355
383,355
383,355
660,427
660,427
660,427
660,427
660,427
660,427
686,452
686,452
686,452
686,452
686,452
686,452
733,469
733,469
733,469
733,469
733,469
733,469
777,484
777,484
777,484
777,484
777,484
777,484
22,413
22,413
22,413
94,375
94,375
94,375
94,375
94,375
124,342
124,342
124,342
124,342
154,298
154,298
154,298
154,298
154,298
154,298
177,253
177,253
177,253
177,253
177,253
177,253
177,253
199,209
199,209
199,209
199,209
199,209
199,209
216,179
216,179
216,179
216,179
216,179
201,191
201,191
201,191
201,191
201,191
201,191
199,175
199,175
199,175
199,175
199,175
199,175
187,107
187,107
187,107
187,107
262,17
262,17
262,17
262,17
262,17
262,17
262,17
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
109,144
754,47
53,143
53,143
53,143
53,143
53,143
53,143
88,148
88,148
88,148
88,148
88,148
95,153
95,153
95,153
95,153
95,153
31,143
31,143
31,143
31,143
31,143
37,38
37,38
37,38
37,38
14,37
14,37
14,37
14,37
14,37
14,37
29,50
29,50
29,50
29,50
29,50
42,164
42,164
42,164
42,164
42,164
42,164
82,163
82,163
82,163
75,165
75,165
75,165
75,165
75,165
19,161
19,161
19,161
19,161
19,161
13,44
13,44
13,44
13,44
791,98
791,98
791,98
791,98
791,98
791,98
786,106
786,106
786,106
786,106
788,117
788,117
788,117
788,117
788,117
788,117
720,117
720,117
720,117
720,117
720,117
648,116
648,116
648,116
648,116
648,116
648,116
380,579
380,579
380,579
380,579
368,571
368,571
368,571
368,571
235,56
235,56
235,56
235,56
534,137
534,137
534,137
534,137
556,118
556,118
556,118
556,118
556,118
556,118
556,118
556,118
556,118
556,118
556,118
460,478
460,478
460,478
460,478
460,478
460,478
412,584
412,584
412,584
412,584
313,438
313,438
313,438
313,438
313,438
313,438
319,434
319,434
319,434
319,434
319,434
435,576
435,576
435,576
435,576
435,576
435,576
331,401
331,401
331,401
331,401
458,512
458,512
458,512
458,512
458,512
363,528
363,528
363,528
363,528
363,528
363,528
386,528
386,528
386,528
386,528
386,528
386,528
286,483
286,483
286,483
436,496
436,496
436,496
436,496
436,496
420,556
420,556
420,556
420,556
420,556
420,556
378,529
378,529
378,529
378,529
378,529
324,407
324,407
324,407
324,407
324,407
422,553
422,553
422,553
422,553
422,553
332,585
332,585
332,585
332,585
332,585
332,585
265,467
265,467
265,467
265,467
247,453
247,453
247,453
247,453
451,554
451,554
451,554
451,554
451,554
290,480
290,480
290,480
343,585
343,585
343,585
431,572
431,572
431,572
431,572
431,572
363,525
363,525
363,525
363,525
363,525
363,525
300,447
300,447
300,447
300,447
300,447
303,489
303,489
303,489
303,489
344,2
344,2
344,2
344,2
344,2
344,2
335,5
335,5
335,5
335,5
335,5
668,49
668,49
668,49
668,49
668,49
668,49
353,420
353,420
353,420
353,420
660,60
660,60
660,60
660,60
660,60
339,577
339,577
339,577
339,577
339,577
339,577
339,577
339,577
339,577
426,580
426,580
426,580
426,580
426,580
437,556
437,556
437,556
437,556
437,556
443,588
443,588
443,588
443,588
443,588
436,580
436,580
436,580
436,580
436,580
440,561
440,561
440,561
440,561
436,551
436,551
436,551
436,551
436,551
436,551
438,561
438,561
438,561
438,561
438,561
438,561
444,576
444,576
